posted,item_id,helpful,recommend,user_id,sentiment_analysis
2015-09-12,344760,3 of 4 people (75%) found this review helpful,0.0,iamthekingofbrowntown,0
2015-09-13,252950,1 of 1 people (100%) found this review helpful,1.0,iamthekingofbrowntown,1
2015-10-14,399730,No ratings yet,1.0,iamthekingofbrowntown,1
2015-11-19,377160,1 of 3 people (33%) found this review helpful,1.0,yookobz,2
2013-06-25,219150,No ratings yet,1.0,yookobz,2
2014-04-11,277430,No ratings yet,1.0,Posiblydead,1
2014-02-22,239820,No ratings yet,1.0,Posiblydead,2
2012-09-24,17410,No ratings yet,1.0,Posiblydead,2
2015-09-26,440,1 of 1 people (100%) found this review helpful,1.0,Mossy_Gaming,2
2015-06-12,270550,1 of 2 people (50%) found this review helpful,1.0,76561198102421718,1
2015-08-03,274940,0 of 1 people (0%) found this review helpful,1.0,76561198102421718,1
2015-06-26,333930,0 of 2 people (0%) found this review helpful,1.0,76561198102421718,1
2014-01-15,440,1 of 1 people (100%) found this review helpful,1.0,76561198087407319,0
2014-10-14,730,2 of 3 people (67%) found this review helpful,1.0,76561198056741844,1
2014-07-09,212070,3 of 5 people (60%) found this review helpful,1.0,sad-commie,2
2014-03-13,264140,No ratings yet,1.0,sad-commie,1
2014-11-11,332800,194 of 282 people (69%) found this review helpful,1.0,76561198030567998,1
2015-07-21,319630,1 of 2 people (50%) found this review helpful,1.0,76561198030567998,1
2015-07-05,6020,No ratings yet,1.0,76561198030567998,1
2015-03-12,55230,No ratings yet,1.0,76561198030567998,1
2014-02-23,32430,No ratings yet,1.0,76561198030567998,1
2015-03-22,35450,1 of 1 people (100%) found this review helpful,1.0,Coldaniel,2
2014-08-21,440,1 of 1 people (100%) found this review helpful,1.0,Coldaniel,1
2015-03-13,236390,2 of 5 people (40%) found this review helpful,1.0,Coldaniel,2
2015-03-20,351570,No ratings yet,1.0,therealmorty,1
2015-03-07,212680,No ratings yet,1.0,therealmorty,0
2015-10-10,391540,2 of 3 people (67%) found this review helpful,1.0,Berserklejerker,1
2014-07-06,550,0 of 1 people (0%) found this review helpful,1.0,76561198061730629,1
2014-06-19,440,1 of 1 people (100%) found this review helpful,1.0,YoHuNz,1
2014-02-19,570,1 of 1 people (100%) found this review helpful,1.0,YoHuNz,1
2015-04-11,72850,1 of 1 people (100%) found this review helpful,1.0,possessioniskey,2
2015-12-24,440,No ratings yet,1.0,possessioniskey,1
2014-05-17,113400,No ratings yet,1.0,possessioniskey,1
2014-08-09,440,3 of 3 people (100%) found this review helpful,1.0,76561198093112529,1
2015-09-26,200510,No ratings yet,1.0,76561198060447950,1
2015-05-22,730,2 of 2 people (100%) found this review helpful,1.0,whiteofwolfing,1
2015-08-22,383080,424 of 470 people (90%) found this review helpful,1.0,sergarino,1
2014-04-05,1250,No ratings yet,1.0,76561198081962345,1
2015-12-30,265610,28 of 41 people (68%) found this review helpful,1.0,Nozomikat,1
2014-08-01,264200,4 of 4 people (100%) found this review helpful,1.0,Nozomikat,1
2015-12-26,417860,2 of 2 people (100%) found this review helpful,1.0,Nozomikat,1
2015-04-14,333600,2 of 2 people (100%) found this review helpful,1.0,Nozomikat,2
2014-12-30,213670,2 of 2 people (100%) found this review helpful,1.0,Nozomikat,1
2013-12-04,91310,1 of 1 people (100%) found this review helpful,1.0,Nozomikat,1
2013-12-04,210770,No ratings yet,1.0,Nozomikat,1
2015-11-10,351640,97 of 102 people (95%) found this review helpful,1.0,xfluttersx,1
2012-08-27,105600,2 of 3 people (67%) found this review helpful,1.0,xfluttersx,2
2014-02-05,440,3 of 6 people (50%) found this review helpful,1.0,xfluttersx,2
2013-01-27,47870,1 of 3 people (33%) found this review helpful,1.0,xfluttersx,2
2015-08-25,383080,0 of 2 people (0%) found this review helpful,1.0,xfluttersx,1
2012-08-27,410,0 of 3 people (0%) found this review helpful,1.0,xfluttersx,2
2014-12-16,730,No ratings yet,1.0,76561198056290589,2
2014-06-29,253710,1 of 2 people (50%) found this review helpful,0.0,ii_voltage_ii,1
2015-04-11,339280,2 of 5 people (40%) found this review helpful,1.0,ii_voltage_ii,2
2014-03-08,271290,No ratings yet,1.0,ii_voltage_ii,2
2013-11-16,203290,No ratings yet,1.0,ii_voltage_ii,2
2015-11-11,440,No ratings yet,1.0,76561198097762318,1
2014-12-26,233150,No ratings yet,1.0,76561198097762318,1
2013-01-17,550,0 of 1 people (0%) found this review helpful,1.0,Hirukaz,1
2015-07-17,730,1 of 1 people (100%) found this review helpful,1.0,StelerForYou,1
2013-12-29,211820,No ratings yet,1.0,StelerForYou,1
2015-05-06,440,No ratings yet,1.0,76561198183396245,2
2015-01-26,224260,No ratings yet,1.0,Xx-Woods,2
2014-11-16,317360,No ratings yet,1.0,Xx-Woods,1
2014-08-17,295550,No ratings yet,1.0,Xx-Woods,1
2014-07-21,250180,No ratings yet,1.0,Xx-Woods,1
2014-07-19,227940,No ratings yet,1.0,Xx-Woods,1
2014-02-08,17520,No ratings yet,1.0,Xx-Woods,1
2014-01-07,113420,No ratings yet,1.0,Xx-Woods,2
2015-07-06,320760,4 of 6 people (67%) found this review helpful,1.0,kevinator23,1
2015-09-06,8850,1 of 1 people (100%) found this review helpful,1.0,kevinator23,1
2014-04-24,233720,1 of 1 people (100%) found this review helpful,1.0,kevinator23,1
2015-07-06,218620,2 of 5 people (40%) found this review helpful,1.0,kevinator23,1
2015-01-27,730,0 of 1 people (0%) found this review helpful,1.0,kevinator23,1
2015-01-25,219740,No ratings yet,1.0,kevinator23,2
2014-05-24,220240,No ratings yet,1.0,kevinator23,1
2012-10-20,440,No ratings yet,1.0,kevinator23,1
2014-03-28,4000,1 of 1 people (100%) found this review helpful,1.0,76561198090715178,1
2014-07-09,304930,No ratings yet,1.0,76561198090715178,2
2015-02-23,333950,1 of 2 people (50%) found this review helpful,1.0,CatsWhale,1
2015-08-29,388520,No ratings yet,1.0,CatsWhale,1
2014-11-23,107410,No ratings yet,1.0,CatsWhale,1
2014-09-09,206210,No ratings yet,1.0,CatsWhale,1
2015-03-26,221100,3 of 6 people (50%) found this review helpful,1.0,76561198073784601,2
2015-11-23,730,No ratings yet,1.0,mimimomoma,0
2015-09-14,440,No ratings yet,1.0,76561198102410011,1
2014-10-13,209870,3 of 8 people (38%) found this review helpful,1.0,de_Butl3r,1
2015-12-27,440,1 of 1 people (100%) found this review helpful,1.0,Bluezap1,1
2015-05-13,730,1 of 1 people (100%) found this review helpful,1.0,Bluezap1,2
2015-12-27,362890,No ratings yet,1.0,Bluezap1,1
2015-12-21,413850,No ratings yet,1.0,Bluezap1,1
2015-11-15,730,No ratings yet,1.0,76561198074200011,1
2014-06-13,570,1 of 2 people (50%) found this review helpful,1.0,L1J1N,2
2015-03-13,311560,6 of 10 people (60%) found this review helpful,1.0,Lord_Exploit,1
2015-01-07,322170,No ratings yet,1.0,Lord_Exploit,1
2014-01-02,48240,4 of 4 people (100%) found this review helpful,0.0,AVATAR715,1
2015-11-18,440,1 of 1 people (100%) found this review helpful,1.0,AVATAR715,2
2014-06-01,248570,1 of 1 people (100%) found this review helpful,1.0,AVATAR715,1
2014-03-18,264140,1 of 1 people (100%) found this review helpful,1.0,AVATAR715,1
2014-02-16,4000,1 of 1 people (100%) found this review helpful,1.0,AVATAR715,1
2015-02-25,266430,1 of 2 people (50%) found this review helpful,1.0,AVATAR715,2
2015-08-15,316010,2 of 5 people (40%) found this review helpful,1.0,AVATAR715,1
2014-12-25,249570,1 of 3 people (33%) found this review helpful,1.0,AVATAR715,1
2014-12-16,240,No ratings yet,1.0,76561198078752187,0
2015-08-14,304930,No ratings yet,1.0,A-Very-Sly-Person,1
2014-11-11,440,No ratings yet,1.0,A-Very-Sly-Person,1
2015-03-01,264200,No ratings yet,1.0,76561197994493402,2
2014-11-27,440,No ratings yet,1.0,76561197994493402,2
2015-11-20,383080,1 of 1 people (100%) found this review helpful,1.0,76561198065656175,1
2014-08-23,301520,1 of 2 people (50%) found this review helpful,1.0,97396295,2
2014-06-17,243870,3 of 6 people (50%) found this review helpful,1.0,97396295,1
2014-07-10,218230,1 of 5 people (20%) found this review helpful,0.0,97396295,2
2015-06-15,251570,9 of 12 people (75%) found this review helpful,1.0,76561198126640317,1
2015-02-14,221100,1 of 3 people (33%) found this review helpful,1.0,76561198126640317,1
2015-09-12,316010,0 of 2 people (0%) found this review helpful,1.0,76561198126640317,1
2015-09-12,218230,No ratings yet,1.0,76561198126640317,1
2015-07-01,333930,No ratings yet,1.0,76561198126640317,2
2015-07-01,222880,No ratings yet,1.0,76561198126640317,1
2015-06-15,730,No ratings yet,1.0,76561198126640317,1
2015-01-15,55230,1 of 1 people (100%) found this review helpful,1.0,DemonicWolvz,1
2015-04-29,232090,No ratings yet,1.0,DemonicWolvz,2
2015-03-29,4000,No ratings yet,1.0,DemonicWolvz,1
2014-11-23,206420,No ratings yet,1.0,DemonicWolvz,2
2014-02-12,224260,No ratings yet,1.0,DemonicWolvz,1
2013-12-26,550,No ratings yet,1.0,DemonicWolvz,2
2015-08-29,346110,0 of 1 people (0%) found this review helpful,1.0,DieMadchenschanderin,1
2015-10-05,380770,0 of 5 people (0%) found this review helpful,0.0,DieMadchenschanderin,1
2013-06-14,227680,No ratings yet,0.0,DieMadchenschanderin,1
2015-11-23,233250,2 of 5 people (40%) found this review helpful,1.0,GGargula,1
2015-05-31,730,2 of 2 people (100%) found this review helpful,1.0,getf0kinn0sc0pedm9,0
2015-05-03,730,3 of 4 people (75%) found this review helpful,1.0,76561198141443390,2
2015-08-06,730,No ratings yet,1.0,whodafuqisthisguilao,2
2015-10-05,370480,2 of 2 people (100%) found this review helpful,1.0,Magjiikal,2
2015-12-17,313740,1 of 2 people (50%) found this review helpful,1.0,Magjiikal,1
2014-12-17,1840,1 of 1 people (100%) found this review helpful,1.0,ohnospaghet,2
2014-09-30,440,1 of 1 people (100%) found this review helpful,1.0,ohnospaghet,1
2015-03-10,266210,1 of 2 people (50%) found this review helpful,1.0,ohnospaghet,2
2015-03-10,264200,No ratings yet,1.0,ohnospaghet,1
2015-09-01,287700,4 of 5 people (80%) found this review helpful,1.0,2768820078,1
2015-11-18,377160,No ratings yet,1.0,2768820078,1
2015-08-08,221380,No ratings yet,1.0,2768820078,1
2015-07-15,333950,No ratings yet,1.0,2768820078,1
2015-06-12,222420,No ratings yet,0.0,2768820078,1
2015-05-19,271590,No ratings yet,1.0,2768820078,1
2015-05-11,298110,No ratings yet,1.0,2768820078,1
2015-05-02,222440,No ratings yet,1.0,2768820078,1
2014-08-20,317470,No ratings yet,0.0,2d4nk4m3,1
2014-03-18,47410,No ratings yet,1.0,2d4nk4m3,2
2015-05-01,245620,2 of 3 people (67%) found this review helpful,1.0,76561198095921854,2
2015-10-28,70,14 of 19 people (74%) found this review helpful,1.0,EizanAratoFujimaki,1
2014-12-15,274980,20 of 23 people (87%) found this review helpful,1.0,TeCool,1
2014-12-06,202090,1 of 2 people (50%) found this review helpful,1.0,TeCool,1
2015-04-11,339280,1 of 4 people (25%) found this review helpful,1.0,TeCool,1
2015-01-31,314130,1 of 5 people (20%) found this review helpful,0.0,TeCool,0
2015-09-13,570,No ratings yet,1.0,2xDelorean,1
2013-07-26,212680,No ratings yet,1.0,2xDelorean,1
2013-05-18,200210,No ratings yet,1.0,2xDelorean,2
2011-10-30,440,No ratings yet,1.0,2xDelorean,2
2015-12-13,417860,No ratings yet,1.0,washington_,1
2015-05-18,251970,5 of 8 people (63%) found this review helpful,1.0,jewxxl,2
2014-12-13,304930,No ratings yet,1.0,76561198088944293,1
2015-07-31,400,No ratings yet,1.0,76561198092540221,1
2015-06-29,620,No ratings yet,1.0,76561198092540221,2
2015-06-29,238460,No ratings yet,1.0,76561198092540221,2
2015-02-12,6060,No ratings yet,1.0,76561198092540221,2
2014-03-29,440,No ratings yet,1.0,76561198092540221,2
2015-02-04,730,2 of 3 people (67%) found this review helpful,1.0,76561198051258119,1
2014-04-21,265610,3 of 3 people (100%) found this review helpful,1.0,nubquake123,1
2013-02-15,31280,1 of 1 people (100%) found this review helpful,1.0,Pyromanic,1
2013-02-15,4000,1 of 1 people (100%) found this review helpful,1.0,Pyromanic,2
2013-02-15,240,No ratings yet,1.0,Pyromanic,2
2015-08-01,252490,0 of 1 people (0%) found this review helpful,1.0,CobRazor,0
2013-12-27,8930,2 of 2 people (100%) found this review helpful,1.0,relesprit,2
2014-07-16,304930,1 of 1 people (100%) found this review helpful,1.0,WitchHunter4542,2
2015-01-13,237310,No ratings yet,1.0,WitchHunter4542,1
2014-01-11,224260,No ratings yet,1.0,WitchHunter4542,1
2015-09-03,230410,131 of 188 people (70%) found this review helpful,1.0,pwrt,1
2014-01-20,440,2 of 2 people (100%) found this review helpful,1.0,pwrt,2
2014-05-03,440,1 of 1 people (100%) found this review helpful,1.0,wantmahbody,2
2014-08-02,570,0 of 1 people (0%) found this review helpful,1.0,benedictcuminherbatch,2
2014-03-17,8930,1 of 1 people (100%) found this review helpful,1.0,76561198031207016,2
2015-07-19,105600,2 of 2 people (100%) found this review helpful,1.0,76561198043458582,0
2015-05-26,221100,1 of 3 people (33%) found this review helpful,1.0,76561198043458582,1
2015-11-22,107410,No ratings yet,1.0,76561198043458582,1
2014-10-18,231430,No ratings yet,1.0,76561198043458582,1
2014-12-30,218620,No ratings yet,1.0,smashiroshh,1
2015-01-22,570,2 of 3 people (67%) found this review helpful,1.0,killbunny38,2
2015-08-20,333930,No ratings yet,0.0,killbunny38,0
2015-05-14,230410,2 of 6 people (33%) found this review helpful,0.0,76561198047630659,1
2015-04-13,271590,1 of 2 people (50%) found this review helpful,1.0,1337lolroflmao,1
2014-10-01,218620,1 of 2 people (50%) found this review helpful,1.0,1337lolroflmao,1
2013-12-28,219740,1 of 2 people (50%) found this review helpful,1.0,1337lolroflmao,1
2013-12-28,7940,1 of 3 people (33%) found this review helpful,1.0,1337lolroflmao,2
2014-11-30,234190,0 of 1 people (0%) found this review helpful,1.0,1337lolroflmao,1
2013-12-28,10180,0 of 2 people (0%) found this review helpful,1.0,1337lolroflmao,2
2013-12-28,33900,0 of 2 people (0%) found this review helpful,1.0,1337lolroflmao,2
2015-01-05,261030,0 of 3 people (0%) found this review helpful,1.0,1337lolroflmao,2
2014-12-23,243470,0 of 3 people (0%) found this review helpful,1.0,1337lolroflmao,1
2015-09-01,302830,0 of 1 people (0%) found this review helpful,0.0,sithjjf,1
2014-10-04,570,No ratings yet,0.0,76561198060039459,1
2013-12-08,212680,1 of 2 people (50%) found this review helpful,1.0,OzfurAtlas,0
2015-11-06,304930,1 of 3 people (33%) found this review helpful,0.0,76561198065593074,1
2015-09-23,304050,No ratings yet,1.0,76561198065593074,2
2014-05-31,203750,No ratings yet,1.0,76561198065593074,0
2015-06-24,227940,2 of 2 people (100%) found this review helpful,0.0,76561198044169764,1
2015-07-22,355180,0 of 1 people (0%) found this review helpful,0.0,76561198044169764,1
2015-06-03,4000,No ratings yet,1.0,76561198044169764,1
2014-07-26,236390,0 of 1 people (0%) found this review helpful,1.0,euzi,2
2014-04-23,730,No ratings yet,1.0,76561197961778802,2
2014-04-12,440,3 of 3 people (100%) found this review helpful,1.0,thisissohardtomakeoneup,1
2015-04-04,4000,2 of 2 people (100%) found this review helpful,1.0,76561198087010391,2
2015-01-05,302830,No ratings yet,0.0,66666669999999,1
2014-09-14,220200,No ratings yet,1.0,76561198061174192,2
2014-09-14,242760,No ratings yet,1.0,76561198061174192,1
2015-10-12,352460,1 of 3 people (33%) found this review helpful,1.0,ReMiXOfficalSteam,2
2015-03-22,322920,3 of 7 people (43%) found this review helpful,1.0,Wilfire77,1
2015-12-01,234792,No ratings yet,1.0,76561198084390807,1
2014-05-10,252490,No ratings yet,1.0,76561198084390807,1
2015-08-01,304050,95 of 173 people (55%) found this review helpful,0.0,Mastic,1
2014-12-30,550,1 of 1 people (100%) found this review helpful,1.0,Mastic,1
2014-12-27,206420,1 of 2 people (50%) found this review helpful,1.0,Mastic,1
2013-12-26,10180,2 of 2 people (100%) found this review helpful,1.0,76561198028286104,2
2014-07-13,304930,4 of 5 people (80%) found this review helpful,1.0,tarjla,1
2015-01-28,265750,7 of 11 people (64%) found this review helpful,1.0,tarjla,1
2014-05-08,252490,2 of 3 people (67%) found this review helpful,1.0,tarjla,1
2013-11-21,4000,2 of 3 people (67%) found this review helpful,1.0,tarjla,2
2013-12-07,211820,0 of 1 people (0%) found this review helpful,1.0,tarjla,1
2013-02-09,105600,0 of 1 people (0%) found this review helpful,1.0,tarjla,2
2014-01-09,730,0 of 2 people (0%) found this review helpful,1.0,tarjla,1
2014-12-26,276340,0 of 7 people (0%) found this review helpful,1.0,deathnz1,2
2015-03-13,304930,No ratings yet,1.0,76561198104393251,1
2014-12-23,274920,1 of 1 people (100%) found this review helpful,1.0,redsncrimson,1
2013-12-26,211820,0 of 1 people (0%) found this review helpful,1.0,redsncrimson,1
2013-05-18,49520,No ratings yet,1.0,redsncrimson,2
2013-01-09,223510,No ratings yet,1.0,redsncrimson,1
2012-11-30,440,No ratings yet,1.0,redsncrimson,1
2014-03-10,240,3 of 4 people (75%) found this review helpful,1.0,H1DD3NT3RR0R,1
2014-02-27,105600,2 of 3 people (67%) found this review helpful,1.0,H1DD3NT3RR0R,1
2013-11-25,204300,3 of 7 people (43%) found this review helpful,1.0,H1DD3NT3RR0R,1
2014-06-11,730,1 of 3 people (33%) found this review helpful,1.0,H1DD3NT3RR0R,1
2015-09-04,440,1 of 4 people (25%) found this review helpful,0.0,H1DD3NT3RR0R,1
2014-06-18,570,1 of 5 people (20%) found this review helpful,1.0,H1DD3NT3RR0R,1
2015-05-11,268750,No ratings yet,1.0,76561198071214618,1
2015-05-22,570,1 of 1 people (100%) found this review helpful,1.0,76561198115115631,2
2015-08-10,570,0 of 1 people (0%) found this review helpful,1.0,76561198071175142,2
2015-07-07,271590,0 of 1 people (0%) found this review helpful,1.0,76561198071175142,2
2015-05-13,360870,1 of 1 people (100%) found this review helpful,1.0,t8s,1
2015-05-02,730,1 of 1 people (100%) found this review helpful,1.0,t8s,1
2013-09-15,12900,0 of 2 people (0%) found this review helpful,1.0,pikawuu2,2
2014-11-04,301520,0 of 3 people (0%) found this review helpful,1.0,Sammeh00,1
2014-08-07,6060,2 of 2 people (100%) found this review helpful,1.0,Michaelele,0
2014-06-30,730,1 of 2 people (50%) found this review helpful,1.0,Michaelele,1
2014-08-21,107410,No ratings yet,1.0,Michaelele,1
2014-07-16,304930,No ratings yet,1.0,Michaelele,2
2015-08-07,335670,2 of 2 people (100%) found this review helpful,1.0,76561198045754869,0
2015-08-02,215080,No ratings yet,1.0,76561198076098774,2
2014-02-24,570,No ratings yet,1.0,76561198103253374,1
2015-12-28,271590,1 of 1 people (100%) found this review helpful,1.0,76561198048417105,1
2015-02-27,730,1 of 1 people (100%) found this review helpful,1.0,76561198048417105,2
2015-01-16,8190,0 of 1 people (0%) found this review helpful,1.0,76561198090842891,1
2015-06-10,247730,0 of 1 people (0%) found this review helpful,0.0,76561198055767971,1
2014-11-27,233630,No ratings yet,1.0,76561197998052647,1
2014-08-02,221100,4 of 5 people (80%) found this review helpful,1.0,76561198145436942,1
2014-11-03,208812,16 of 20 people (80%) found this review helpful,0.0,jjas01,1
2015-10-17,218620,10 of 10 people (100%) found this review helpful,0.0,jjas01,1
2013-10-08,243120,3 of 3 people (100%) found this review helpful,1.0,jjas01,2
2015-12-28,234140,2 of 2 people (100%) found this review helpful,1.0,jjas01,2
2014-05-08,204450,2 of 2 people (100%) found this review helpful,1.0,jjas01,2
2014-02-18,225260,2 of 2 people (100%) found this review helpful,1.0,jjas01,1
2013-10-27,50300,2 of 2 people (100%) found this review helpful,1.0,jjas01,2
2014-06-04,201810,4 of 6 people (67%) found this review helpful,1.0,jjas01,1
2014-02-26,500,3 of 4 people (75%) found this review helpful,1.0,3xotic26,1
2014-02-26,440,1 of 1 people (100%) found this review helpful,1.0,3xotic26,1
2014-02-26,49520,1 of 2 people (50%) found this review helpful,1.0,3xotic26,2
2013-07-15,550,1 of 2 people (50%) found this review helpful,1.0,3xotic26,2
